is,location,trial,set,batch,lat,conc,rep,measure,coldiam,coldiamplug,relgrowth
INSO_1-28-D,Indiana,1,2,3,40.295979,1,2,1,7.11,3.41,0.09359989
INSO_1-28-D,Indiana,1,2,3,40.295979,1,2,2,7.6,3.9,0.107049728
INSO_1-28-D,Indiana,1,2,3,40.295979,1,3,1,8.96,5.26,0.144379889
INSO_1-28-D,Indiana,1,2,3,40.295979,1,3,2,8.6,4.9,0.134498376
INSO_1-52-B,Indiana,1,1,1,40.295979,0,1,1,54.6,50.9,1.016339978
INSO_1-52-B,Indiana,1,1,1,40.295979,0,1,2,54.56,50.86,1.015541283
INSO_1-52-B,Indiana,1,1,1,40.295979,0,2,1,53.81,50.11,1.000565743
INSO_1-52-B,Indiana,1,1,1,40.295979,0,2,2,54.41,50.71,1.012546175
INSO_1-52-B,Indiana,1,1,1,40.295979,0,3,1,52.13,48.43,0.967020533
INSO_1-52-B,Indiana,1,1,1,40.295979,0,3,2,53.18,49.48,0.987986289
INSO_1-52-B,Indiana,1,1,1,40.295979,0.01,1,1,53.66,49.96,0.997570635
INSO_1-52-B,Indiana,1,1,1,40.295979,0.01,1,2,54.05,50.35,1.005357915
INSO_1-52-B,Indiana,1,1,1,40.295979,0.01,2,1,54.27,50.57,1.00975074
INSO_1-52-B,Indiana,1,1,1,40.295979,0.01,2,2,54.78,51.08,1.019934108
INSO_1-52-B,Indiana,1,1,1,40.295979,0.01,3,1,51.8,48.1,0.960431296
INSO_1-52-B,Indiana,1,1,1,40.295979,0.01,3,2,52.78,49.08,0.979999334
INSO_1-52-B,Indiana,1,1,1,40.295979,0.05,1,1,47.43,43.73,0.873173816
INSO_1-52-B,Indiana,1,1,1,40.295979,0.05,1,2,48.93,45.23,0.903124896
INSO_1-52-B,Indiana,1,1,1,40.295979,0.05,2,1,46.92,43.22,0.862990449
INSO_1-52-B,Indiana,1,1,1,40.295979,0.05,2,2,46.68,42.98,0.858198276
INSO_1-52-B,Indiana,1,1,1,40.295979,0.05,3,1,45.44,41.74,0.833438717
INSO_1-52-B,Indiana,1,1,1,40.295979,0.05,3,2,48.02,44.32,0.884954574
INSO_1-52-B,Indiana,1,1,1,40.295979,0.1,1,1,41.45,37.75,0.753768844
INSO_1-52-B,Indiana,1,1,1,40.295979,0.1,1,2,42.47,38.77,0.774135579
INSO_1-52-B,Indiana,1,1,1,40.295979,0.1,2,1,42.33,38.63,0.771340144
INSO_1-52-B,Indiana,1,1,1,40.295979,0.1,2,2,42.11,38.41,0.766947319
INSO_1-52-B,Indiana,1,1,1,40.295979,0.1,3,1,40.2,36.5,0.728809611
INSO_1-52-B,Indiana,1,1,1,40.295979,0.1,3,2,39.38,35.68,0.712436354
INSO_1-52-B,Indiana,1,1,1,40.295979,0.5,1,1,20.85,17.15,0.34244068
INSO_1-52-B,Indiana,1,1,1,40.295979,0.5,1,2,20.3,16.6,0.331458618
INSO_1-52-B,Indiana,1,1,1,40.295979,0.5,2,1,21.26,17.56,0.350627309
INSO_1-52-B,Indiana,1,1,1,40.295979,0.5,2,2,20.46,16.76,0.334653399
INSO_1-52-B,Indiana,1,1,1,40.295979,0.5,3,1,20.06,16.36,0.326666445
INSO_1-52-B,Indiana,1,1,1,40.295979,0.5,3,2,20.03,16.33,0.326067423
INSO_1-52-B,Indiana,1,1,1,40.295979,1,1,1,14.67,10.97,0.219042231
INSO_1-52-B,Indiana,1,1,1,40.295979,1,1,2,14.95,11.25,0.224633099
INSO_1-52-B,Indiana,1,1,1,40.295979,1,2,1,14.61,10.91,0.217844188
INSO_1-52-B,Indiana,1,1,1,40.295979,1,2,2,13.59,9.89,0.197477453
INSO_1-52-B,Indiana,1,1,1,40.295979,1,3,1,13.38,9.68,0.193284302
INSO_1-52-B,Indiana,1,1,1,40.295979,1,3,2,13.13,9.43,0.188292456
INSO_1-53A,Indiana,1,1,2,40.295979,0,1,1,70.73,67.03,1.013507384
INSO_1-53A,Indiana,1,1,2,40.295979,0,1,2,70.74,67.04,1.013658586
INSO_1-53A,Indiana,1,1,2,40.295979,0,2,1,68.92,65.22,0.986139812
INSO_1-53A,Indiana,1,1,2,40.295979,0,2,2,70.63,66.93,1.011995363
INSO_1-53A,Indiana,1,1,2,40.295979,0,3,1,68.78,65.08,0.984022983
INSO_1-53A,Indiana,1,1,2,40.295979,0,3,2,69.22,65.52,0.990675873
INSO_1-53A,Indiana,1,1,2,40.295979,0.01,1,1,69.04,65.34,0.987954236
INSO_1-53A,Indiana,1,1,2,40.295979,0.01,1,2,70.3,66.6,1.007005695
INSO_1-53A,Indiana,1,1,2,40.295979,0.01,2,1,68.48,64.78,0.979486921
INSO_1-53A,Indiana,1,1,2,40.295979,0.01,2,2,69.26,65.56,0.991280681
INSO_1-53A,Indiana,1,1,2,40.295979,0.01,3,1,66.88,63.18,0.955294592
INSO_1-53A,Indiana,1,1,2,40.295979,0.01,3,2,67.86,64.16,0.970112394
INSO_1-53A,Indiana,1,1,2,40.295979,0.05,1,1,62.2,58.5,0.88453203
INSO_1-53A,Indiana,1,1,2,40.295979,0.05,1,2,63.02,59.32,0.896930598
INSO_1-53A,Indiana,1,1,2,40.295979,0.05,2,1,63.03,59.33,0.8970818
INSO_1-53A,Indiana,1,1,2,40.295979,0.05,2,2,62.12,58.42,0.883322413
INSO_1-53A,Indiana,1,1,2,40.295979,0.05,3,1,61.57,57.87,0.8750063
INSO_1-53A,Indiana,1,1,2,40.295979,0.05,3,2,61.97,58.27,0.881054382
INSO_1-53A,Indiana,1,1,2,40.295979,0.1,1,1,60.68,56.98,0.861549317
INSO_1-53A,Indiana,1,1,2,40.295979,0.1,1,2,58.37,54.67,0.826621642
INSO_1-53A,Indiana,1,1,2,40.295979,0.1,2,1,59.16,55.46,0.838566605
INSO_1-53A,Indiana,1,1,2,40.295979,0.1,2,2,58.53,54.83,0.829040875
INSO_1-53A,Indiana,1,1,2,40.295979,0.1,3,1,56.33,52.63,0.795776423
INSO_1-53A,Indiana,1,1,2,40.295979,0.1,3,2,56.95,53.25,0.80515095
INSO_1-53A,Indiana,1,1,2,40.295979,0.5,1,1,30.37,26.67,0.403255884
INSO_1-53A,Indiana,1,1,2,40.295979,0.5,1,2,30.68,26.98,0.407943148
INSO_1-53A,Indiana,1,1,2,40.295979,0.5,2,1,32.07,28.37,0.428960234
INSO_1-53A,Indiana,1,1,2,40.295979,0.5,2,2,30.57,26.87,0.406279925
INSO_1-53A,Indiana,1,1,2,40.295979,0.5,3,1,29.97,26.27,0.397207802
INSO_1-53A,Indiana,1,1,2,40.295979,0.5,3,2,29.91,26.21,0.39630059
INSO_1-53A,Indiana,1,1,2,40.295979,1,1,1,27.28,23.58,0.356534449
INSO_1-53A,Indiana,1,1,2,40.295979,1,1,2,26.15,22.45,0.339448617
INSO_1-53A,Indiana,1,1,2,40.295979,1,2,1,25.6,21.9,0.331132503
INSO_1-53A,Indiana,1,1,2,40.295979,1,2,2,26.28,22.58,0.341414243
INSO_1-53A,Indiana,1,1,2,40.295979,1,3,1,25.94,22.24,0.336273373
INSO_1-53A,Indiana,1,1,2,40.295979,1,3,2,26.59,22.89,0.346101507
INSO_2-57,Indiana,1,2,3,39.690048,0,1,1,49.5,45.8,0.915969468
INSO_2-57,Indiana,1,2,3,39.690048,0,1,2,51.74,48.04,0.960767974
INSO_2-57,Indiana,1,2,3,39.690048,0,2,1,55.11,51.41,1.028165728
INSO_2-57,Indiana,1,2,3,39.690048,0,2,2,58.01,54.31,1.086163795
INSO_2-57,Indiana,1,2,3,39.690048,0,3,1,54.07,50.37,1.007366421
INSO_2-57,Indiana,1,2,3,39.690048,0,3,2,53.78,50.08,1.001566614
INSO_2-57,Indiana,1,2,3,39.690048,0.01,1,1,46.64,42.94,0.858771374
INSO_2-57,Indiana,1,2,3,39.690048,0.01,1,2,51.92,48.22,0.964367854
INSO_2-57,Indiana,1,2,3,39.690048,0.01,2,1,46.61,42.91,0.858171394
INSO_2-57,Indiana,1,2,3,39.690048,0.01,2,2,45.39,41.69,0.833772208
INSO_2-57,Indiana,1,2,3,39.690048,0.01,3,1,53.38,49.68,0.993566881
INSO_2-57,Indiana,1,2,3,39.690048,0.01,3,2,52.71,49.01,0.980167328
INSO_2-57,Indiana,1,2,3,39.690048,0.05,1,1,43.86,40.16,0.803173228
INSO_2-57,Indiana,1,2,3,39.690048,0.05,1,2,43.08,39.38,0.787573748
INSO_2-57,Indiana,1,2,3,39.690048,0.05,2,1,39.95,36.25,0.724975834
INSO_2-57,Indiana,1,2,3,39.690048,0.05,2,2,37.81,34.11,0.682177261
INSO_2-57,Indiana,1,2,3,39.690048,0.05,3,1,44.57,40.87,0.817372754
INSO_2-57,Indiana,1,2,3,39.690048,0.05,3,2,42.82,39.12,0.782373921
INSO_2-57,Indiana,1,2,3,39.690048,0.1,1,1,38.15,34.45,0.688977034
INSO_2-57,Indiana,1,2,3,39.690048,0.1,1,2,38.61,34.91,0.698176727
INSO_2-57,Indiana,1,2,3,39.690048,0.1,2,1,38.77,35.07,0.701376621
INSO_2-57,Indiana,1,2,3,39.690048,0.1,2,2,38.47,34.77,0.695376821
INSO_2-57,Indiana,1,2,3,39.690048,0.1,3,1,37.74,34.04,0.680777307
INSO_2-57,Indiana,1,2,3,39.690048,0.1,3,2,39.23,35.53,0.710576314
INSO_2-57,Indiana,1,2,3,39.690048,0.5,1,1,14.06,10.36,0.207193094
INSO_2-57,Indiana,1,2,3,39.690048,0.5,1,2,15.2,11.5,0.229992334
INSO_2-57,Indiana,1,2,3,39.690048,0.5,2,1,14.66,10.96,0.219192694
INSO_2-57,Indiana,1,2,3,39.690048,0.5,2,2,15.63,11.93,0.238592047
INSO_2-57,Indiana,1,2,3,39.690048,0.5,3,1,12.13,8.43,0.16859438
INSO_2-57,Indiana,1,2,3,39.690048,0.5,3,2,12.76,9.06,0.18119396
INSO_2-57,Indiana,1,2,3,39.690048,1,1,1,11.27,7.57,0.151394954
INSO_2-57,Indiana,1,2,3,39.690048,1,1,2,10.45,6.75,0.1349955
INSO_2-57,Indiana,1,2,3,39.690048,1,2,1,11.34,7.64,0.152794907
INSO_2-57,Indiana,1,2,3,39.690048,1,2,2,11.39,7.69,0.153794874
INSO_2-57,Indiana,1,2,3,39.690048,1,3,1,7.28,3.58,0.071597613
INSO_2-57,Indiana,1,2,3,39.690048,1,3,2,6.24,2.54,0.050798307
INSO_3-45,Indiana,1,2,4,40.42686,0,1,1,71.8,68.1,0.994354132
INSO_3-45,Indiana,1,2,4,40.42686,0,1,2,70.62,66.92,0.977124501
INSO_3-45,Indiana,1,2,4,40.42686,0,2,1,72.29,68.59,1.00150881
INSO_3-45,Indiana,1,2,4,40.42686,0,2,2,72.8,69.1,1.008955514
INSO_3-45,Indiana,1,2,4,40.42686,0,3,1,72.09,68.39,0.998588533
INSO_3-45,Indiana,1,2,4,40.42686,0,3,2,73.52,69.82,1.01946851
INSO_3-45,Indiana,1,2,4,40.42686,0.01,1,1,66.91,63.21,0.922953373
INSO_3-45,Indiana,1,2,4,40.42686,0.01,1,2,67.5,63.8,0.931568188
INSO_3-45,Indiana,1,2,4,40.42686,0.01,2,1,66.22,62.52,0.912878419
INSO_3-45,Indiana,1,2,4,40.42686,0.01,2,2,66.91,63.21,0.922953373
INSO_3-45,Indiana,1,2,4,40.42686,0.01,3,1,66.51,62.81,0.91711282
INSO_3-45,Indiana,1,2,4,40.42686,0.01,3,2,66.72,63.02,0.92017911
INSO_3-45,Indiana,1,2,4,40.42686,0.05,1,1,64.53,60.83,0.888202083
INSO_3-45,Indiana,1,2,4,40.42686,0.05,1,2,64.08,60.38,0.881631461
INSO_3-45,Indiana,1,2,4,40.42686,0.05,2,1,61.26,57.56,0.840455563
INSO_3-45,Indiana,1,2,4,40.42686,0.05,2,2,63.04,59.34,0.866446024
INSO_3-45,Indiana,1,2,4,40.42686,0.05,3,1,59.36,55.66,0.812712937
INSO_3-45,Indiana,1,2,4,40.42686,0.05,3,2,59.89,56.19,0.820451669
INSO_3-45,Indiana,1,2,4,40.42686,0.1,1,1,58.06,54.36,0.79373114
INSO_3-45,Indiana,1,2,4,40.42686,0.1,1,2,60.66,56.96,0.831694734
INSO_3-45,Indiana,1,2,4,40.42686,0.1,2,1,61.14,57.44,0.838703397
INSO_3-45,Indiana,1,2,4,40.42686,0.1,2,2,60.34,56.64,0.827022291
INSO_3-45,Indiana,1,2,4,40.42686,0.1,3,1,61.78,58.08,0.848048282
INSO_3-45,Indiana,1,2,4,40.42686,0.1,3,2,61.9,58.2,0.849800448
INSO_3-45,Indiana,1,2,4,40.42686,0.5,1,1,36.51,32.81,0.479071352
INSO_3-45,Indiana,1,2,4,40.42686,0.5,1,2,35.62,31.92,0.466076122
INSO_3-45,Indiana,1,2,4,40.42686,0.5,2,1,36.31,32.61,0.476151076
INSO_3-45,Indiana,1,2,4,40.42686,0.5,2,2,35.53,31.83,0.464761997
INSO_3-45,Indiana,1,2,4,40.42686,0.5,3,1,36.92,33.22,0.485057919
INSO_3-45,Indiana,1,2,4,40.42686,0.5,3,2,35.73,32.03,0.467682274
INSO_3-45,Indiana,1,2,4,40.42686,1,1,1,30.83,27.13,0.396135501
INSO_3-45,Indiana,1,2,4,40.42686,1,1,2,32.17,28.47,0.415701353
INSO_3-45,Indiana,1,2,4,40.42686,1,2,1,30.75,27.05,0.39496739
INSO_3-45,Indiana,1,2,4,40.42686,1,2,2,31.39,27.69,0.404312275
INSO_3-45,Indiana,1,2,4,40.42686,1,3,1,29.57,25.87,0.377737759
INSO_3-45,Indiana,1,2,4,40.42686,1,3,2,30.47,26.77,0.390879003
INSO_3-49,Indiana,1,2,4,40.42686,0,1,1,39.05,35.35,0.952530651
INSO_3-49,Indiana,1,2,4,40.42686,0,1,2,38.13,34.43,0.927740603
INSO_3-49,Indiana,1,2,4,40.42686,0,2,1,41.17,37.47,1.009655544
INSO_3-49,Indiana,1,2,4,40.42686,0,2,2,36.92,33.22,0.8951363
INSO_3-49,Indiana,1,2,4,40.42686,0,3,1,46.2,42.5,1.145192437
INSO_3-49,Indiana,1,2,4,40.42686,0,3,2,43.4,39.7,1.069744465
INSO_3-49,Indiana,1,2,4,40.42686,0.01,1,1,46.86,43.16,1.162976602
INSO_3-49,Indiana,1,2,4,40.42686,0.01,1,2,47.3,43.6,1.174832712
INSO_3-49,Indiana,1,2,4,40.42686,0.01,2,1,44.73,41.03,1.105582252
INSO_3-49,Indiana,1,2,4,40.42686,0.01,2,2,48.62,44.92,1.210401042
INSO_3-49,Indiana,1,2,4,40.42686,0.01,3,1,41.99,38.29,1.031751022
INSO_3-49,Indiana,1,2,4,40.42686,0.01,3,2,40.12,36.42,0.981362554
INSO_3-49,Indiana,1,2,4,40.42686,0.05,1,1,46.5,42.8,1.153276149
INSO_3-49,Indiana,1,2,4,40.42686,0.05,1,2,40.47,36.77,0.990793551
INSO_3-49,Indiana,1,2,4,40.42686,0.05,2,1,44.08,40.38,1.088067544
INSO_3-49,Indiana,1,2,4,40.42686,0.05,2,2,43.46,39.76,1.071361207
INSO_3-49,Indiana,1,2,4,40.42686,0.05,3,1,42.71,39.01,1.051151929
INSO_3-49,Indiana,1,2,4,40.42686,0.05,3,2,43.99,40.29,1.085642431
INSO_3-49,Indiana,1,2,4,40.42686,0.1,1,1,37.6,33.9,0.913459379
INSO_3-49,Indiana,1,2,4,40.42686,0.1,1,2,35.79,32.09,0.864687654
INSO_3-49,Indiana,1,2,4,40.42686,0.1,2,1,37.5,33.8,0.910764809
INSO_3-49,Indiana,1,2,4,40.42686,0.1,2,2,37.79,34.09,0.918579063
INSO_3-49,Indiana,1,2,4,40.42686,0.1,3,1,40.72,37.02,0.997529977
INSO_3-49,Indiana,1,2,4,40.42686,0.1,3,2,37.17,33.47,0.901872726
INSO_3-49,Indiana,1,2,4,40.42686,0.5,1,1,21.46,17.76,0.47855571
INSO_3-49,Indiana,1,2,4,40.42686,0.5,1,2,21.22,17.52,0.472088741
INSO_3-49,Indiana,1,2,4,40.42686,0.5,2,1,20.28,16.58,0.446759779
INSO_3-49,Indiana,1,2,4,40.42686,0.5,2,2,20.39,16.69,0.449723807
INSO_3-49,Indiana,1,2,4,40.42686,0.5,3,1,18.45,14.75,0.39744914
INSO_3-49,Indiana,1,2,4,40.42686,0.5,3,2,19.39,15.69,0.422778102
INSO_3-49,Indiana,1,2,4,40.42686,1,1,1,13.23,9.53,0.256792563
INSO_3-49,Indiana,1,2,4,40.42686,1,1,2,13.15,9.45,0.254636907
INSO_3-49,Indiana,1,2,4,40.42686,1,2,1,10.97,7.27,0.195895271
INSO_3-49,Indiana,1,2,4,40.42686,1,2,2,9.96,6.26,0.16868011
INSO_3-49,Indiana,1,2,4,40.42686,1,3,1,11.43,7.73,0.208290295
INSO_3-49,Indiana,1,2,4,40.42686,1,3,2,12,8.3,0.223649347
IASO_1-16.1h,Iowa,1,1,1,41.2519,0,1,2,64.69,60.99,0.985681039
IASO_1-16.1h,Iowa,1,1,1,41.2519,0,2,1,65.69,61.99,1.001842394
IASO_1-16.1h,Iowa,1,1,1,41.2519,0,2,2,67.1,63.4,1.024629905
IASO_1-16.1h,Iowa,1,1,1,41.2519,0,3,1,65.2,61.5,0.993923331
IASO_1-16.1h,Iowa,1,1,1,41.2519,0,3,2,65.2,61.5,0.993923331
IASO_1-16.1h,Iowa,1,1,1,41.2519,0.01,1,1,64.99,61.29,0.990529446
IASO_1-16.1h,Iowa,1,1,1,41.2519,0.01,1,2,65.4,61.7,0.997155602
IASO_1-16.1h,Iowa,1,1,1,41.2519,0.01,2,1,64.63,60.93,0.984711358
IASO_1-16.1h,Iowa,1,1,1,41.2519,0.01,2,2,64.19,60.49,0.977600362
IASO_1-16.1h,Iowa,1,1,1,41.2519,0.01,3,1,64.53,60.83,0.983095223
IASO_1-16.1h,Iowa,1,1,1,41.2519,0.01,3,2,61.53,57.83,0.934611158
IASO_1-16.1h,Iowa,1,1,1,41.2519,0.05,1,1,52.29,48.59,0.785280238
IASO_1-16.1h,Iowa,1,1,1,41.2519,0.05,1,2,53.76,50.06,0.80903743
IASO_1-16.1h,Iowa,1,1,1,41.2519,0.05,2,1,51.29,47.59,0.769118883
IASO_1-16.1h,Iowa,1,1,1,41.2519,0.05,2,2,51.82,48.12,0.777684401
IASO_1-16.1h,Iowa,1,1,1,41.2519,0.05,3,1,43.46,39.76,0.642575474
IASO_1-16.1h,Iowa,1,1,1,41.2519,0.05,3,2,44.61,40.91,0.661161032
IASO_1-16.1h,Iowa,1,1,1,41.2519,0.1,1,1,43.59,39.89,0.64467645
IASO_1-16.1h,Iowa,1,1,1,41.2519,0.1,1,2,42.63,38.93,0.629161549
IASO_1-16.1h,Iowa,1,1,1,41.2519,0.1,2,1,41.75,38.05,0.614939557
IASO_1-16.1h,Iowa,1,1,1,41.2519,0.1,2,2,41.54,37.84,0.611545672
IASO_1-16.1h,Iowa,1,1,1,41.2519,0.1,3,1,41.54,37.84,0.611545672
IASO_1-16.1h,Iowa,1,1,1,41.2519,0.1,3,2,39.74,36.04,0.582455233
IASO_1-16.1h,Iowa,1,1,1,41.2519,0.5,1,1,17.58,13.88,0.224319607
IASO_1-16.1h,Iowa,1,1,1,41.2519,0.5,1,2,17.66,13.96,0.225612515
IASO_1-16.1h,Iowa,1,1,1,41.2519,0.5,2,1,17.7,14,0.22625897
IASO_1-16.1h,Iowa,1,1,1,41.2519,0.5,2,2,18.04,14.34,0.23175383
IASO_1-16.1h,Iowa,1,1,1,41.2519,0.5,3,1,17.77,14.07,0.227390264
IASO_1-16.1h,Iowa,1,1,1,41.2519,0.5,3,2,18.81,15.11,0.244198074
IASO_1-16.1h,Iowa,1,1,1,41.2519,1,1,1,13.21,9.51,0.153694486
IASO_1-16.1h,Iowa,1,1,1,41.2519,1,1,2,13.61,9.91,0.160159028
IASO_1-16.1h,Iowa,1,1,1,41.2519,1,2,1,13.18,9.48,0.153209645
IASO_1-16.1h,Iowa,1,1,1,41.2519,1,2,2,13.07,9.37,0.151431896
IASO_1-16.1h,Iowa,1,1,1,41.2519,1,3,1,17.11,13.41,0.21672377
IASO_1-16.1h,Iowa,1,1,1,41.2519,1,3,2,15.72,12.02,0.194259487
IASO_1-16.2r,Iowa,1,1,3,41.2519,0,1,1,75.52,71.82,0.999814385
IASO_1-16.2r,Iowa,1,1,3,41.2519,0,1,2,76.74,73.04,1.016798144
IASO_1-16.2r,Iowa,1,1,3,41.2519,0,2,1,76.09,72.39,1.00774942
IASO_1-16.2r,Iowa,1,1,3,41.2519,0,2,2,76.77,73.07,1.017215777
IASO_1-16.2r,Iowa,1,1,3,41.2519,0,3,1,75.87,72.17,1.004686775
IASO_1-16.2r,Iowa,1,1,3,41.2519,0,3,2,72.21,68.51,0.953735499
IASO_1-16.2r,Iowa,1,1,3,41.2519,0.01,2,1,71.42,67.72,0.942737819
IASO_1-16.2r,Iowa,1,1,3,41.2519,0.01,2,2,73.54,69.84,0.97225058
IASO_1-16.2r,Iowa,1,1,3,41.2519,0.01,3,1,74.48,70.78,0.985336427
IASO_1-16.2r,Iowa,1,1,3,41.2519,0.01,3,2,71.39,67.69,0.942320186
IASO_1-16.2r,Iowa,1,1,3,41.2519,0.05,1,1,64.54,60.84,0.846960557
IASO_1-16.2r,Iowa,1,1,3,41.2519,0.05,1,2,64.02,60.32,0.839721578
IASO_1-16.2r,Iowa,1,1,3,41.2519,0.05,2,1,66.54,62.84,0.874802784
IASO_1-16.2r,Iowa,1,1,3,41.2519,0.05,2,2,65.86,62.16,0.865336427
IASO_1-16.2r,Iowa,1,1,3,41.2519,0.05,3,1,67.13,63.43,0.883016241
IASO_1-16.2r,Iowa,1,1,3,41.2519,0.05,3,2,66.3,62.6,0.871461717
IASO_1-16.2r,Iowa,1,1,3,41.2519,0.1,1,1,60.09,56.39,0.785011601
IASO_1-16.2r,Iowa,1,1,3,41.2519,0.1,1,2,59.78,56.08,0.780696056
IASO_1-16.2r,Iowa,1,1,3,41.2519,0.1,2,1,59.51,55.81,0.776937355
IASO_1-16.2r,Iowa,1,1,3,41.2519,0.1,2,2,59.2,55.5,0.77262181
IASO_1-16.2r,Iowa,1,1,3,41.2519,0.1,3,1,57.71,54.01,0.75187935
IASO_1-16.2r,Iowa,1,1,3,41.2519,0.1,3,2,58.79,55.09,0.766914153
IASO_1-16.2r,Iowa,1,1,3,41.2519,0.5,1,1,25.45,21.75,0.302784223
IASO_1-16.2r,Iowa,1,1,3,41.2519,0.5,1,2,25.17,21.47,0.298886311
IASO_1-16.2r,Iowa,1,1,3,41.2519,0.5,2,1,25.12,21.42,0.298190255
IASO_1-16.2r,Iowa,1,1,3,41.2519,0.5,2,2,24.71,21.01,0.292482599
IASO_1-16.2r,Iowa,1,1,3,41.2519,0.5,3,1,21.78,18.08,0.251693735
IASO_1-16.2r,Iowa,1,1,3,41.2519,0.5,3,2,21.28,17.58,0.244733179
IASO_1-16.2r,Iowa,1,1,3,41.2519,1,1,1,18.89,15.19,0.211461717
IASO_1-16.2r,Iowa,1,1,3,41.2519,1,1,2,18.37,14.67,0.204222738
IASO_1-16.2r,Iowa,1,1,3,41.2519,1,2,1,18.29,14.59,0.203109049
IASO_1-16.2r,Iowa,1,1,3,41.2519,1,2,2,18.41,14.71,0.204779582
IASO_1-16.2r,Iowa,1,1,3,41.2519,1,3,1,19.12,15.42,0.214663573
IASO_1-16.2r,Iowa,1,1,3,41.2519,1,3,2,19.12,15.42,0.214663573
IASO_1-20.44rt,Iowa,1,1,2,41.2519,0,1,1,46.94,43.24,1.006791106
IASO_1-20.44rt,Iowa,1,1,2,41.2519,0,1,2,45.35,41.65,0.969769879
IASO_1-20.44rt,Iowa,1,1,2,41.2519,0,2,1,46.7,43,1.001202996
IASO_1-20.44rt,Iowa,1,1,2,41.2519,0,2,2,46.18,42.48,0.989095425
IASO_1-20.44rt,Iowa,1,1,2,41.2519,0,3,1,47.71,44.01,1.024719624
IASO_1-20.44rt,Iowa,1,1,2,41.2519,0,3,2,47.01,43.31,1.008420971
IASO_1-20.44rt,Iowa,1,1,2,41.2519,0.01,1,1,41.98,38.28,0.891303504
IASO_1-20.44rt,Iowa,1,1,2,41.2519,0.01,1,2,42.91,39.21,0.912957429
IASO_1-20.44rt,Iowa,1,1,2,41.2519,0.01,2,1,42.51,38.81,0.903643913
IASO_1-20.44rt,Iowa,1,1,2,41.2519,0.01,2,2,42.05,38.35,0.89293337
IASO_1-20.44rt,Iowa,1,1,2,41.2519,0.01,3,1,39.68,35.98,0.837750786
IASO_1-20.44rt,Iowa,1,1,2,41.2519,0.01,3,2,39.65,35.95,0.837052272
IASO_1-20.44rt,Iowa,1,1,2,41.2519,0.05,1,1,28,24.3,0.565796112
IASO_1-20.44rt,Iowa,1,1,2,41.2519,0.05,1,2,25.91,22.21,0.517132989
IASO_1-20.44rt,Iowa,1,1,2,41.2519,0.05,2,1,27.36,23.66,0.550894486
IASO_1-20.44rt,Iowa,1,1,2,41.2519,0.05,2,2,26.75,23.05,0.536691373
IASO_1-20.44rt,Iowa,1,1,2,41.2519,0.05,3,1,28.77,25.07,0.58372463
IASO_1-20.44rt,Iowa,1,1,2,41.2519,0.05,3,2,28.4,24.7,0.575109628
IASO_1-20.44rt,Iowa,1,1,2,41.2519,0.1,1,1,16.07,12.37,0.28802049
IASO_1-20.44rt,Iowa,1,1,2,41.2519,0.1,1,2,14.94,11.24,0.261709806
IASO_1-20.44rt,Iowa,1,1,2,41.2519,0.1,2,1,15.7,12,0.279405487
IASO_1-20.44rt,Iowa,1,1,2,41.2519,0.1,2,2,15.82,12.12,0.282199542
IASO_1-20.44rt,Iowa,1,1,2,41.2519,0.1,3,1,15.35,11.65,0.271256161
IASO_1-20.44rt,Iowa,1,1,2,41.2519,0.1,3,2,15.29,11.59,0.269859133
IASO_1-20.44rt,Iowa,1,1,2,41.2519,0.5,1,1,8.87,5.17,0.120377197
IASO_1-20.44rt,Iowa,1,1,2,41.2519,0.5,1,2,9.77,6.07,0.141332609
IASO_1-20.44rt,Iowa,1,1,2,41.2519,0.5,2,1,8.56,4.86,0.113159222
IASO_1-20.44rt,Iowa,1,1,2,41.2519,0.5,2,2,9.09,5.39,0.125499631
IASO_1-20.44rt,Iowa,1,1,2,41.2519,0.5,3,1,8.75,5.05,0.117583143
IASO_1-20.44rt,Iowa,1,1,2,41.2519,0.5,3,2,8.19,4.49,0.10454422
IASO_1-20.44rt,Iowa,1,1,2,41.2519,1,1,1,8.43,4.73,0.11013233
IASO_1-20.44rt,Iowa,1,1,2,41.2519,1,1,2,8.29,4.59,0.106872599
IASO_1-20.44rt,Iowa,1,1,2,41.2519,1,2,1,7.95,4.25,0.09895611
IASO_1-20.44rt,Iowa,1,1,2,41.2519,1,2,2,7.81,4.11,0.095696379
IASO_1-20.44rt,Iowa,1,1,2,41.2519,1,3,1,8.07,4.37,0.101750165
IASO_1-20.44rt,Iowa,1,1,2,41.2519,1,3,2,7.97,4.27,0.099421786
IASO_10-28.24rt,Iowa,1,2,1,41.299183,0,1,1,60.82,57.12,1.02432901
IASO_10-28.24rt,Iowa,1,2,1,41.299183,0,1,2,61.2,57.5,1.031143523
IASO_10-28.24rt,Iowa,1,2,1,41.299183,0,2,1,60.53,56.83,1.01912846
IASO_10-28.24rt,Iowa,1,2,1,41.299183,0,2,2,59.08,55.38,0.99312571
IASO_10-28.24rt,Iowa,1,2,1,41.299183,0,3,1,57.45,53.75,0.963895033
IASO_10-28.24rt,Iowa,1,2,1,41.299183,0,3,2,57.7,54,0.968378265
IASO_10-28.24rt,Iowa,1,2,1,41.299183,0.01,1,1,58.81,55.11,0.988283819
IASO_10-28.24rt,Iowa,1,2,1,41.299183,0.01,1,2,56.64,52.94,0.949369359
